Date,Open,High,Low,Close,Adj Close,Volume
2014-04-11,13769.4990234375,14066.6826171875,13769.4990234375,13967.62109375,13673.73828125,6290551
2014-04-14,14066.6826171875,14363.8662109375,13967.62109375,14165.7431640625,13867.6923828125,8938002
2014-04-15,14165.7431640625,14264.8046875,13868.560546875,13967.62109375,13673.73828125,7080063
2014-04-16,13868.560546875,13967.62109375,13472.3154296875,13670.4375,13382.8076171875,8179961
2014-04-17,13769.4990234375,13868.560546875,13571.376953125,13868.560546875,13576.7626953125,4888080
2014-04-18,13868.560546875,13868.560546875,13373.25390625,13373.25390625,13091.876953125,6414163
2014-04-21,13274.193359375,13373.25390625,12877.9482421875,12877.9482421875,12606.9931640625,6471399
2014-04-22,12977.009765625,13274.193359375,12679.826171875,13274.193359375,12994.9013671875,6191817
2014-04-23,13274.193359375,13373.25390625,12877.9482421875,12977.009765625,12703.9697265625,3497675
2014-04-24,12977.009765625,13274.193359375,12778.8876953125,12977.009765625,12703.9697265625,6624583
2014-04-25,12977.009765625,13472.3154296875,12977.009765625,13373.25390625,13091.876953125,6882002
2014-04-28,13472.3154296875,13670.4375,13373.25390625,13571.376953125,13285.83203125,5207076
2014-04-29,13472.3154296875,13571.376953125,13373.25390625,13571.376953125,13285.83203125,3065672
2014-05-05,13670.4375,13670.4375,13076.0712890625,13076.0712890625,12800.947265625,5797774
2014-05-06,12877.9482421875,13175.1318359375,12481.7041015625,12877.9482421875,12606.9931640625,8014682
2014-05-07,12877.9482421875,13001.775390625,12506.4697265625,12630.2958984375,12364.5517578125,4748210
2014-05-08,12209.2861328125,12209.2861328125,11763.5107421875,11763.5107421875,11516.00390625,7838864
2014-05-09,11392.03125,11763.5107421875,11094.84765625,11466.3271484375,11225.0732421875,4817705
2014-05-12,11119.61328125,11119.61328125,10673.837890625,10673.837890625,10449.2578125,5218263
2014-05-13,9980.41015625,10500.4814453125,9930.8798828125,10104.236328125,9891.640625,8883835
2014-05-14,10054.7060546875,10748.1337890625,10054.7060546875,10698.603515625,10473.501953125,3846946
2014-05-15,10772.8994140625,11045.3173828125,9980.41015625,10277.59375,10061.3505859375,5114690
2014-05-16,10277.59375,10896.7255859375,10252.828125,10896.7255859375,10667.455078125,4384231
2014-05-19,10921.4912109375,11094.84765625,10649.0732421875,10896.7255859375,10667.455078125,3641702
2014-05-20,10871.9609375,10995.787109375,10698.603515625,10995.787109375,10764.43359375,4329799
2014-05-21,10995.787109375,11491.0927734375,10896.7255859375,11441.5625,11200.8291015625,5236756
2014-05-22,11441.5625,11491.0927734375,11292.970703125,11342.5009765625,11103.8515625,5157128
2014-05-23,11268.205078125,11441.5625,11169.1435546875,11243.439453125,11006.8740234375,2155104
2014-05-26,11144.37890625,11243.439453125,11045.3173828125,11193.9091796875,10958.3857421875,2773070
2014-05-27,11218.6748046875,11392.03125,11169.1435546875,11292.970703125,11055.3642578125,5040555
2014-05-28,11392.03125,11515.8583984375,11367.2666015625,11392.03125,11152.33984375,2789338
2014-05-29,11392.03125,11689.21484375,11367.2666015625,11416.796875,11176.583984375,3797280
2014-05-30,11416.796875,11590.1533203125,11367.2666015625,11441.5625,11200.8291015625,2661094
2014-06-02,11392.03125,11441.5625,11193.9091796875,11243.439453125,11006.8740234375,2255121
2014-06-03,11193.9091796875,11317.7353515625,11169.1435546875,11193.9091796875,10958.3857421875,1525915
2014-06-04,11193.9091796875,11218.6748046875,10896.7255859375,10995.787109375,10764.43359375,2719725
2014-06-05,10946.2568359375,10995.787109375,10847.1953125,10946.2568359375,10715.9443359375,1577761
2014-06-06,10921.4912109375,11144.37890625,10921.4912109375,11144.37890625,10909.8984375,1436232
2014-06-09,11193.9091796875,11243.439453125,11070.0830078125,11119.61328125,10885.654296875,2274017
2014-06-10,11045.3173828125,11367.2666015625,11020.5517578125,11119.61328125,10885.654296875,2369798
2014-06-11,11193.9091796875,11515.8583984375,11169.1435546875,11515.8583984375,11273.5615234375,6083584
2014-06-12,11639.6845703125,11763.5107421875,11515.8583984375,11664.44921875,11419.025390625,4245730
2014-06-13,11664.44921875,11689.21484375,11590.1533203125,11639.6845703125,11394.783203125,1830496
2014-06-16,11639.6845703125,11639.6845703125,11441.5625,11515.8583984375,11273.5615234375,3615329
2014-06-17,11515.8583984375,11639.6845703125,11441.5625,11614.9189453125,11370.5380859375,3295609
2014-06-18,11614.9189453125,11639.6845703125,11540.623046875,11540.623046875,11297.8046875,3178543
2014-06-19,11540.623046875,11590.1533203125,11193.9091796875,11441.5625,11200.8291015625,4302341
2014-06-20,11441.5625,11590.1533203125,11416.796875,11441.5625,11200.8291015625,2540683
2014-06-23,11441.5625,11441.5625,11342.5009765625,11367.2666015625,11128.095703125,840559
2014-06-24,11342.5009765625,11466.3271484375,11317.7353515625,11441.5625,11200.8291015625,1269547
2014-06-25,11491.0927734375,11614.9189453125,11466.3271484375,11540.623046875,11297.8046875,2161887
2014-06-26,11540.623046875,11590.1533203125,11491.0927734375,11515.8583984375,11273.5615234375,1376069
2014-06-27,11491.0927734375,11738.7451171875,11491.0927734375,11590.1533203125,11346.2939453125,6108542
2014-06-30,11540.623046875,11639.6845703125,11540.623046875,11540.623046875,11297.8046875,1886178
2014-07-01,11540.623046875,11639.6845703125,11540.623046875,11565.388671875,11322.0498046875,3904390
2014-07-02,11565.388671875,11639.6845703125,11565.388671875,11639.6845703125,11394.783203125,2558532
2014-07-03,11689.21484375,11986.3984375,11689.21484375,11936.8681640625,11685.7138671875,5236714
2014-07-04,12011.1640625,12283.58203125,11986.3984375,12258.81640625,12000.8876953125,9394836
2014-07-07,12357.8779296875,12754.1220703125,12357.8779296875,12382.642578125,12122.1083984375,7139540
2014-07-08,12357.8779296875,12506.4697265625,12258.81640625,12357.8779296875,12097.8642578125,2700222
2014-07-09,12382.642578125,12382.642578125,12258.81640625,12308.3466796875,12049.3759765625,2834889
2014-07-10,12308.3466796875,12308.3466796875,11986.3984375,12085.4599609375,11831.1787109375,5097651
2014-07-11,12085.4599609375,12085.4599609375,11936.8681640625,12060.6943359375,11806.9345703125,2710155
2014-07-14,12060.6943359375,12283.58203125,12035.9287109375,12234.05078125,11976.6435546875,3505664
2014-07-15,12506.4697265625,12630.2958984375,12333.1123046875,12382.642578125,12122.1083984375,4504561
2014-07-16,12506.4697265625,12630.2958984375,12357.8779296875,12357.8779296875,12097.8642578125,5008131
2014-07-17,12333.1123046875,12357.8779296875,12184.5205078125,12234.05078125,11976.6435546875,3375765
2014-07-18,12184.5205078125,13001.775390625,12184.5205078125,13001.775390625,12728.2138671875,16092311
2014-07-21,12877.9482421875,13125.6015625,12506.4697265625,12630.2958984375,12364.5517578125,6938492
2014-07-22,12630.2958984375,13125.6015625,12506.4697265625,12877.9482421875,12606.9931640625,5179500
2014-07-23,12754.1220703125,13001.775390625,12630.2958984375,12754.1220703125,12485.7724609375,4243188
2014-07-24,12754.1220703125,13125.6015625,12754.1220703125,13001.775390625,12728.2138671875,6121987
2014-07-25,13001.775390625,13249.427734375,12754.1220703125,12754.1220703125,12485.7724609375,5168078
2014-07-28,12630.2958984375,12630.2958984375,12308.3466796875,12382.642578125,12122.1083984375,6764176
2014-07-29,12382.642578125,12506.4697265625,12258.81640625,12308.3466796875,12049.3759765625,3789893
2014-07-30,12308.3466796875,12630.2958984375,12308.3466796875,12357.8779296875,12097.8642578125,2789985
2014-07-31,12357.8779296875,12506.4697265625,12308.3466796875,12506.4697265625,12243.330078125,2848696
2014-08-01,12382.642578125,12506.4697265625,12308.3466796875,12333.1123046875,12073.6201171875,2931472
2014-08-04,12357.8779296875,12506.4697265625,12308.3466796875,12382.642578125,12122.1083984375,3058664
2014-08-05,12630.2958984375,12877.9482421875,12630.2958984375,12754.1220703125,12485.7724609375,5786596
2014-08-06,12754.1220703125,12754.1220703125,12506.4697265625,12630.2958984375,12364.5517578125,4136085
2014-08-07,12630.2958984375,12630.2958984375,12382.642578125,12506.4697265625,12243.330078125,2617725
2014-08-08,12630.2958984375,12754.1220703125,12382.642578125,12506.4697265625,12243.330078125,2982673
2014-08-11,12630.2958984375,12630.2958984375,12382.642578125,12506.4697265625,12243.330078125,2587766
2014-08-12,12506.4697265625,12630.2958984375,12382.642578125,12506.4697265625,12243.330078125,3023827
2014-08-13,12630.2958984375,12754.1220703125,12506.4697265625,12754.1220703125,12485.7724609375,3403707
2014-08-14,12754.1220703125,12877.9482421875,12630.2958984375,12877.9482421875,12606.9931640625,5705797
2014-08-15,12754.1220703125,12877.9482421875,12630.2958984375,12754.1220703125,12485.7724609375,3679482
2014-08-18,12754.1220703125,13125.6015625,12630.2958984375,13001.775390625,12728.2138671875,7006937
2014-08-19,13001.775390625,13373.25390625,13001.775390625,13125.6015625,12849.4345703125,12627785
2014-08-20,13001.775390625,13001.775390625,12754.1220703125,12877.9482421875,12606.9931640625,5457873
2014-08-21,12877.9482421875,13001.775390625,12754.1220703125,12754.1220703125,12485.7724609375,6635368
2014-08-22,12877.9482421875,13001.775390625,12754.1220703125,12877.9482421875,12606.9931640625,7483572
2014-08-25,13001.775390625,13125.6015625,12877.9482421875,13001.775390625,12728.2138671875,7465237
2014-08-26,13001.775390625,13744.7333984375,12877.9482421875,13620.9072265625,13334.3193359375,15238781
2014-08-27,13620.9072265625,13868.560546875,13373.25390625,13620.9072265625,13334.3193359375,11460874
2014-08-28,13620.9072265625,14240.0390625,13620.9072265625,14116.212890625,13819.203125,10518947
2014-08-29,14116.212890625,14240.0390625,13868.560546875,14240.0390625,13940.4248046875,10249665
2014-09-03,14363.8662109375,14487.6923828125,13992.38671875,14116.212890625,13819.203125,7531541
2014-09-04,13992.38671875,14116.212890625,13868.560546875,14116.212890625,13819.203125,22578048
2014-09-05,14116.212890625,14363.8662109375,14116.212890625,14363.8662109375,14061.646484375,8180312
2014-09-08,14487.6923828125,14735.3447265625,14363.8662109375,14487.6923828125,14182.8671875,10661773
2014-09-09,14487.6923828125,14487.6923828125,13497.0810546875,13744.7333984375,13455.541015625,24835327
2014-09-10,13744.7333984375,13992.38671875,13497.0810546875,13868.560546875,13576.7626953125,6883173
2014-09-11,13868.560546875,13992.38671875,13744.7333984375,13744.7333984375,13455.541015625,3950686
2014-09-12,13868.560546875,13992.38671875,13620.9072265625,13868.560546875,13576.7626953125,5146389
2014-09-15,14116.212890625,14240.0390625,13744.7333984375,13868.560546875,13576.7626953125,6476962
2014-09-16,13868.560546875,13992.38671875,13620.9072265625,13868.560546875,13576.7626953125,6600035
2014-09-17,14116.212890625,14240.0390625,13868.560546875,13992.38671875,13697.9833984375,8840917
2014-09-18,13992.38671875,13992.38671875,13497.0810546875,13620.9072265625,13334.3193359375,6791228
2014-09-19,13620.9072265625,13620.9072265625,13373.25390625,13373.25390625,13091.876953125,6053910
2014-09-22,13373.25390625,13497.0810546875,13125.6015625,13125.6015625,12849.4345703125,5831176
2014-09-23,13125.6015625,13373.25390625,13001.775390625,13001.775390625,12728.2138671875,5332411
2014-09-24,13001.775390625,13249.427734375,12877.9482421875,13001.775390625,12728.2138671875,4131865
2014-09-25,13125.6015625,13249.427734375,12877.9482421875,13249.427734375,12970.65625,4488815
2014-09-26,13249.427734375,13249.427734375,13001.775390625,13001.775390625,12728.2138671875,3792800
2014-09-29,13001.775390625,13125.6015625,12877.9482421875,12877.9482421875,12606.9931640625,5181841
2014-09-30,12877.9482421875,13125.6015625,12754.1220703125,12877.9482421875,12606.9931640625,3668632
2014-10-01,13001.775390625,13373.25390625,13001.775390625,13249.427734375,12970.65625,3353216
2014-10-02,13249.427734375,13373.25390625,13125.6015625,13373.25390625,13091.876953125,4515058
2014-10-03,13249.427734375,13373.25390625,13125.6015625,13249.427734375,12970.65625,3150207
2014-10-06,13249.427734375,13373.25390625,13125.6015625,13249.427734375,12970.65625,2308906
2014-10-07,13249.427734375,13373.25390625,13125.6015625,13249.427734375,12970.65625,3491815
2014-10-08,13249.427734375,13249.427734375,13001.775390625,13125.6015625,12849.4345703125,2524974
2014-10-09,13249.427734375,13249.427734375,13001.775390625,13001.775390625,12728.2138671875,3842384
2014-10-10,13001.775390625,13125.6015625,12754.1220703125,12877.9482421875,12606.9931640625,4332488
2014-10-13,12877.9482421875,13249.427734375,12877.9482421875,13249.427734375,12970.65625,2230691
2014-10-14,13249.427734375,13249.427734375,12877.9482421875,12877.9482421875,12606.9931640625,1541059
2014-10-15,12754.1220703125,13001.775390625,12630.2958984375,12877.9482421875,12606.9931640625,3287373
2014-10-16,12754.1220703125,12754.1220703125,12258.81640625,12308.3466796875,12049.3759765625,6429474
2014-10-17,12357.8779296875,12506.4697265625,12134.990234375,12506.4697265625,12243.330078125,11025787
2014-10-20,12506.4697265625,12630.2958984375,12382.642578125,12382.642578125,12122.1083984375,1592946
2014-10-21,12382.642578125,12506.4697265625,12333.1123046875,12382.642578125,12122.1083984375,1393110
2014-10-22,12506.4697265625,12630.2958984375,12382.642578125,12506.4697265625,12243.330078125,1656140
2014-10-23,12382.642578125,12630.2958984375,12333.1123046875,12357.8779296875,12097.8642578125,2702162
2014-10-24,12382.642578125,12506.4697265625,12283.58203125,12333.1123046875,12073.6201171875,1939355
2014-10-27,12258.81640625,12333.1123046875,12060.6943359375,12060.6943359375,11806.9345703125,2339232
2014-10-28,12011.1640625,12184.5205078125,12011.1640625,12134.990234375,11879.6669921875,1547681
2014-10-29,12134.990234375,12506.4697265625,12134.990234375,12382.642578125,12122.1083984375,1918520
2014-10-30,12382.642578125,12506.4697265625,12382.642578125,12382.642578125,12122.1083984375,2081169
2014-10-31,12382.642578125,12630.2958984375,12357.8779296875,12630.2958984375,12364.5517578125,1541016
2014-11-03,12754.1220703125,12877.9482421875,12630.2958984375,12754.1220703125,12485.7724609375,1777160
2014-11-04,12630.2958984375,12754.1220703125,12506.4697265625,12630.2958984375,12364.5517578125,1546269
2014-11-05,12630.2958984375,12754.1220703125,12382.642578125,12506.4697265625,12243.330078125,2003523
2014-11-06,12630.2958984375,12630.2958984375,12357.8779296875,12382.642578125,12122.1083984375,1532903
2014-11-07,12382.642578125,12506.4697265625,12357.8779296875,12506.4697265625,12243.330078125,2028798
2014-11-10,12506.4697265625,12754.1220703125,12382.642578125,12506.4697265625,12243.330078125,2091872
2014-11-11,12630.2958984375,12630.2958984375,12506.4697265625,12630.2958984375,12364.5517578125,1197992
2014-11-12,12630.2958984375,12630.2958984375,12506.4697265625,12506.4697265625,12243.330078125,1002480
2014-11-13,12506.4697265625,12630.2958984375,12506.4697265625,12506.4697265625,12243.330078125,1299995
2014-11-14,12506.4697265625,12506.4697265625,12333.1123046875,12382.642578125,12122.1083984375,1857226
2014-11-17,12506.4697265625,12506.4697265625,12357.8779296875,12357.8779296875,12097.8642578125,1222672
2014-11-18,12382.642578125,12382.642578125,12159.755859375,12159.755859375,11903.9111328125,1482752
2014-11-19,12209.2861328125,12258.81640625,12134.990234375,12134.990234375,11879.6669921875,2704747
2014-11-20,12159.755859375,12209.2861328125,12085.4599609375,12134.990234375,11879.6669921875,1480729
2014-11-21,12209.2861328125,12357.8779296875,12134.990234375,12159.755859375,11903.9111328125,1616324
2014-11-24,12134.990234375,12134.990234375,12035.9287109375,12085.4599609375,11831.1787109375,1168239
2014-11-25,12085.4599609375,12209.2861328125,12085.4599609375,12184.5205078125,11928.154296875,922369
2014-11-26,12258.81640625,12258.81640625,12085.4599609375,12085.4599609375,11831.1787109375,907266
2014-11-27,12159.755859375,12159.755859375,12011.1640625,12060.6943359375,11806.9345703125,1256430
2014-11-28,12110.224609375,12110.224609375,11912.1025390625,11912.1025390625,11661.46875,2125386
2014-12-01,11887.3369140625,11986.3984375,11837.806640625,11837.806640625,11588.7353515625,3073776
2014-12-02,11862.572265625,11862.572265625,11738.7451171875,11813.041015625,11564.4921875,12078069
2014-12-03,11912.1025390625,12134.990234375,11837.806640625,11936.8681640625,11685.7138671875,2461623
2014-12-04,11936.8681640625,12110.224609375,11936.8681640625,12035.9287109375,11782.689453125,1337104
2014-12-05,12085.4599609375,12110.224609375,12011.1640625,12060.6943359375,11806.9345703125,2053025
2014-12-08,12060.6943359375,12060.6943359375,11936.8681640625,11961.6328125,11709.95703125,2543876
2014-12-09,11912.1025390625,11912.1025390625,11689.21484375,11689.21484375,11443.2705078125,3939578
2014-12-10,11664.44921875,11837.806640625,11639.6845703125,11813.041015625,11564.4921875,1868129
2014-12-11,11763.5107421875,11813.041015625,11689.21484375,11738.7451171875,11491.7587890625,1288769
2014-12-12,11788.2763671875,12011.1640625,11763.5107421875,11912.1025390625,11661.46875,898829
2014-12-15,11912.1025390625,11912.1025390625,11837.806640625,11837.806640625,11588.7353515625,713975
2014-12-16,11813.041015625,11837.806640625,11689.21484375,11689.21484375,11443.2705078125,2120782
2014-12-17,11713.98046875,11713.98046875,11094.84765625,11193.9091796875,10958.3857421875,4553258
2014-12-18,11268.205078125,11540.623046875,11268.205078125,11441.5625,11200.8291015625,1696115
2014-12-19,11639.6845703125,11639.6845703125,11292.970703125,11292.970703125,11055.3642578125,1727041
2014-12-22,11441.5625,11515.8583984375,11392.03125,11466.3271484375,11225.0732421875,1054852
2014-12-23,11466.3271484375,11664.44921875,11441.5625,11614.9189453125,11370.5380859375,1178174
2014-12-24,11689.21484375,11738.7451171875,11590.1533203125,11614.9189453125,11370.5380859375,907347
2014-12-25,11540.623046875,11590.1533203125,11491.0927734375,11515.8583984375,11273.5615234375,406974
2014-12-26,11515.8583984375,11515.8583984375,11392.03125,11441.5625,11200.8291015625,3380408
2014-12-29,11590.1533203125,11590.1533203125,11342.5009765625,11367.2666015625,11128.095703125,1569044
2014-12-30,11416.796875,11466.3271484375,11243.439453125,11466.3271484375,11225.0732421875,1265958
2014-12-31,11565.388671875,11887.3369140625,11515.8583984375,11887.3369140625,11637.2236328125,1903141
2015-01-05,11887.3369140625,11936.8681640625,11788.2763671875,11837.806640625,11588.7353515625,2849900
2015-01-06,11763.5107421875,11912.1025390625,11713.98046875,11912.1025390625,11661.46875,1566458
2015-01-07,11912.1025390625,12159.755859375,11912.1025390625,11986.3984375,11734.201171875,1637605
2015-01-08,11961.6328125,11986.3984375,11837.806640625,11862.572265625,11612.98046875,2104453
2015-01-09,11862.572265625,12011.1640625,11862.572265625,11961.6328125,11709.95703125,1494542
2015-01-12,11961.6328125,12184.5205078125,11961.6328125,12035.9287109375,11782.689453125,2741935
2015-01-13,11986.3984375,12085.4599609375,11986.3984375,12060.6943359375,11806.9345703125,7236168
2015-01-14,12060.6943359375,12110.224609375,11936.8681640625,12035.9287109375,11782.689453125,1781196
2015-01-15,12085.4599609375,12085.4599609375,11986.3984375,12060.6943359375,11806.9345703125,1138318
2015-01-16,12085.4599609375,12085.4599609375,11986.3984375,12011.1640625,11758.4453125,703961
2015-01-19,12011.1640625,12011.1640625,11887.3369140625,11887.3369140625,11637.2236328125,1481983
2015-01-20,11887.3369140625,11936.8681640625,11862.572265625,11887.3369140625,11637.2236328125,1515259
2015-01-21,11936.8681640625,12085.4599609375,11936.8681640625,11986.3984375,11734.201171875,2452053
2015-01-22,12035.9287109375,12035.9287109375,11936.8681640625,11936.8681640625,11685.7138671875,1208135
2015-01-23,11986.3984375,12060.6943359375,11936.8681640625,11986.3984375,11734.201171875,1559755
2015-01-26,11986.3984375,12060.6943359375,11986.3984375,11986.3984375,11734.201171875,1551233
2015-01-27,11961.6328125,12035.9287109375,11887.3369140625,11887.3369140625,11637.2236328125,1712710
2015-01-28,11862.572265625,11961.6328125,11837.806640625,11862.572265625,11612.98046875,1052554
2015-01-29,11862.572265625,11887.3369140625,11837.806640625,11862.572265625,11612.98046875,906344
2015-01-30,11887.3369140625,11912.1025390625,11763.5107421875,11763.5107421875,11516.00390625,2452896
2015-02-02,11788.2763671875,11837.806640625,11713.98046875,11738.7451171875,11491.7587890625,1107824
2015-02-03,11738.7451171875,11763.5107421875,11639.6845703125,11639.6845703125,11394.783203125,836520
2015-02-04,11738.7451171875,11738.7451171875,11565.388671875,11614.9189453125,11370.5380859375,1239793
2015-02-05,11639.6845703125,11763.5107421875,11614.9189453125,11689.21484375,11443.2705078125,738884
2015-02-06,11763.5107421875,11763.5107421875,11689.21484375,11713.98046875,11467.5146484375,461850
2015-02-09,11813.041015625,11813.041015625,11689.21484375,11689.21484375,11443.2705078125,1533828
2015-02-10,11689.21484375,11713.98046875,11639.6845703125,11664.44921875,11419.025390625,2440136
2015-02-11,11713.98046875,11763.5107421875,11689.21484375,11763.5107421875,11516.00390625,1168563
2015-02-12,11862.572265625,11936.8681640625,11837.806640625,11837.806640625,11588.7353515625,1756968
2015-02-13,11887.3369140625,11936.8681640625,11837.806640625,11887.3369140625,11637.2236328125,802850
2015-02-24,11936.8681640625,12085.4599609375,11936.8681640625,12035.9287109375,11782.689453125,2185026
2015-02-25,12085.4599609375,12134.990234375,11986.3984375,12011.1640625,11758.4453125,2214724
2015-02-26,11986.3984375,12134.990234375,11986.3984375,12134.990234375,11879.6669921875,1339366
2015-02-27,12159.755859375,12209.2861328125,12060.6943359375,12085.4599609375,11831.1787109375,1271694
2015-03-02,12134.990234375,12134.990234375,11986.3984375,12011.1640625,11758.4453125,1902937
2015-03-03,12085.4599609375,12110.224609375,12035.9287109375,12110.224609375,11855.4228515625,866289
2015-03-04,12184.5205078125,12506.4697265625,12184.5205078125,12382.642578125,12122.1083984375,4092410
2015-03-05,12506.4697265625,12630.2958984375,12382.642578125,12382.642578125,12122.1083984375,1589071
2015-03-06,12382.642578125,12506.4697265625,12357.8779296875,12382.642578125,12122.1083984375,1353255
2015-03-09,12357.8779296875,12382.642578125,12184.5205078125,12184.5205078125,11928.154296875,3233143
2015-03-10,12258.81640625,12308.3466796875,12209.2861328125,12308.3466796875,12049.3759765625,1326000
